OccMain,OccSub,OccMid,OccMinor,OccCodeAgg,1985,1990,1995,2000,2005,ShortTitle,MainTitle,MidTitle,MinorTitle,MinorTitleLabel,,,,,,,
I,11,141,1159,Agg159,1985138,1990174,1995174,2000172,2005164,General mechanical apparatus repair workers,,,General mechanical apparatus repair workers,Mechanical machinery repairers,,,,,,,
I,11,142,1160,Agg160,1985139,1990175,1995175,2000173,2005165,Electro-mechanical apparatus assembly workers,,ELECTRO-MECHANICAL APPARATUS ASSEMBLY AND REPAIR WORKERS,Electro-mechanical apparatus assembly workers,Electric machinery assemblers,,,,,,,
I,11,142,1161,Agg161,1985140,1990176,1995176,2000174,2005166,Electro-mechanical apparatus repair workers,,,Electro-mechanical apparatus repair workers,Electric machinery repairers,,,,,,,
I,11,142,1162,Agg162,1985142,1990177,1995177,2000175,2005167,Light bulb and electron tube assembly workers,,,Light bulb and electron tube assembly workers,Light bulb and electron tube assemblers,,,,,,,
I,11,142,1163,Agg163,1985143,1990178,1995178,2000176,2005168,Coated wire manufacturing workers,,,Coated wire manufacturing workers,Wire and cable makers,,,,,,,
I,11,142,1164,Agg164,1985141,1990179,1995179,2000177,2005169,Semi-conductor product manufacturing workers,,,Semi-conductor product manufacturing workers,Semiconductor product makers,,,,,,,
I,11,142,1165,Agg165,1985144,1990180,1995180,2000178,2005170,Other electro-mechanical apparatus assembly and repair workers,,,Other electro-mechanical apparatus assembly and repair workers,Electro-mechanical assemblers and repairers NEC,,,,,,,
I,11,143,1166,Agg166,1985145,1990181,1995181,2000179,2005171,Automobile assembly workers,,TRANSPORTATION MACHINERY ASSEMBLY AND REPAIR WORKERS,Automobile assembly workers,Automobile assemblers,,,,,,,
I,11,143,1167,Agg167,1985146,1990182,1995182,2000180,2005172,Automobile maintenance workers,,,Automobile maintenance workers,Automobile repairers,,,,,,,
I,11,143,1168,Agg168,1985149,1990183,1995183,2000181,2005173,Aircraft assembly and maintenance workers,,,Aircraft assembly and maintenance workers,Aircraft assemblers and repairers,,,,,,,
I,11,143,1169,Agg169,1985147,1990184,1995184,2000182,2005174,Railway vehicle assembly and repair workers,,,Railway vehicle assembly and repair workers,Rail vehicle assemblers and repairers,,,,,,,
I,11,143,1170,Agg170,1985150,1990185,1995185,2000183,2005175,Bicycle assembly and repair workers,,,Bicycle assembly and repair workers,Bicycle assemblers and repairers,,,,,,,
I,11,143,1171,Agg171,1985148,1990186,1995186,2000184,2005176,Ship rigging workers,,,Ship rigging workers,Ship riggers,,,,,,,
I,11,143,1172,Agg172,1985151,1990187,1995187,2000185,2005177,Other transportation machinery assembly and repair workers,,,Other transportation machinery assembly and repair workers,Transport machinery assemblers and repairers NEC,,,,,,,
I,11,144,1173,Agg173,1985155,1990191,1995191,2000189,2005178,Weighing and measuring appliance assembly and repair workers,,"WEIGHING AND MEASURING APPLIANCE, PHOTO-OPTIC MECHANICAL APPARATUS ASSEMBLY AND REPAIR WORKERS",Weighing and measuring appliance assembly and repair workers,Instrument assemblers and repairers,,,,,,,
I,11,144,1174,Agg174,1985152,1990188,1995188,2000186,2005179,Clock assembly and repair workers,,,Clock assembly and repair workers,Watch assemblers and repairers,,,,,,,
I,11,144,1175,Agg175,1985153,1990189,1995189,2000187,2005180,Photo-optic mechanical apparatus assembly and repair workers,,,Photo-optic mechanical apparatus assembly and repair workers,Photomechanical instrument assemblers and repairers,,,,,,,
I,11,144,1176,Agg176,1985154,1990190,1995190,2000188,2005181,Lens polishing and adjustment workers,,,Lens polishing and adjustment workers,Lens grinders and adjusters,,,,,,,
I,11,144,1177,Agg177,1985156,1990192,1995192,2000190,2005182,"Other weighing and measuring appliance, photo-optic mechanical apparatus assembly and repair workers",,,"Other weighing and measuring appliance, photo-optic mechanical apparatus assembly and repair workers",Instrument assemblers and repairers NEC,,,,,,,
I,11,145,1178,Agg178,1985210,1990193,1995193,2000191,2005183,Cereal polishing and flour milling workers,,FOOD MANUFACTURING WORKERS,Cereal polishing and flour milling workers,Grain polishers and millers,,,,,,,
I,11,145,1179,Agg179,1985216,1990195,1995195,2000193,2005184,Miso and soy sauce manufacturing workers,,,Miso and soy sauce manufacturing workers,Miso and soy sauce makers,,,,,,,
I,11,145,1180,Agg180,1985212,1990197,1995197,2000195,2005185,Noodle manufacturing workers,,,Noodle manufacturing workers,Noodle makers,,,,,,,
I,11,145,1181,Agg181,1985211,1990198,1995198,2000196,2005186,Bread and confectionery manufacturing workers,,,Bread and confectionery manufacturing workers,Bakers and confectioners,,,,,,,
I,11,145,1182,Agg182,1985212,1990199,1995199,2000197,2005187,"Tofu, konjak jelly, wheat-gluten bread manufacturing workers",,,"Tofu, konjac jelly, wheat-gluten bread manufacturing workers","Tofu, konjac, related product makers",,,,,,,
I,11,145,1183,Agg183,1985213,1990200,1995200,2000198,2005188,"Canned, bottled and seal-wrapped food manufacturing workers",,,"Canned, bottled and seal-wrapped food manufacturing workers",Canners and bottlers,,,,,,,
I,11,145,1184,Agg184,1985220,1990201,1995201,2000199,2005189,Milk and milk product manufacturing workers,,,Milk and milk product manufacturing workers,Dairy product makers,,,,,,,
I,11,145,1185,Agg185,1985221,1990202,1995202,2000200,2005190,Fishery product processing workers,,,Fishery product processing workers,Seafood processors,,,,,,,
I,11,145,1189,Agg189,1985214,1990194,1995194,2000192,NA,(Sugar makers),,,(Sugar makers),(Sugar makers),,,,,,,
I,11,146,1186,Agg186,1985215,1990204,1995194,2000202,2005192,Tea manufacturing workers,,BEVERAGE AND CIGARETTE MANUFACTURING WORKERS,Tea manufacturing workers,Tea makers,,,,,,,
I,11,146,1187,Agg187,1985218,1990205,1995205,2000203,2005193,Liquor manufacturing workers,,,Liquor manufacturing workers,Liquor makers,,,,,,,
I,11,146,1188,Agg188,1985219,1990206,1995206,2000204,2005194,Cold drinks manufacturing workers,,,Cold drinks manufacturing workers,Cold beverage makers,,,,,,,
I,11,146,1189,Agg189,1985222,1990196,1995196,2000194,NA,(Oil and fat of animals or plants makers),,,(Oil and fat of animals or plants makers),(Oil and fat processors),,,,,,,
I,11,146,1189,Agg189,NA,1990203,1995203,2000201,2005191,(Other food manufacturing makers),,,(Other food manufacturing makers),(Other food makers),,,,,,,
I,11,146,1189,Agg189,1985246,1990207,1995207,2000205,2005195,(Tobacco workers),,,(Tobacco workers),(Tobacco workers),,,,,,,
I,11,146,1189,Agg189,1985223,1990208,1995208,2000206,2005196,"Other food, beverage and tobacco manufacturing workers",,,"Other food, beverage and tobacco manufacturing workers","Food, beverage, tobacco makers NEC",,,,,,,
I,11,147,1190,Agg190,1985157,1990209,1995209,2000207,2005197,Roving and spinning workers,,SPINNERS AND WEAVERS,Roving and spinning workers,Spinners,,,,,,,
I,11,147,1190,Agg190,1985158,1990210,1995210,NA,NA,,,,,NA,,,,,,,
I,11,147,1191,Agg191,1985159,1990211,1995211,2000208,2005198,"Double yarn,twisted yarn and processed yarn workers",,,"Double yarn,twisted yarn and processed yarn workers","Doublers, thread, yarn makers",,,,,,,
I,11,147,1191,Agg191,1985160,1990212,1995212,NA,NA,,,,,NA,,,,,,,
I,11,147,1192,Agg192,1985161,1990213,1995213,2000209,2005199,Loom preparation workers,,,Loom preparation workers,Loom warpers,,,,,,,
I,11,147,1193,Agg193,1985162,1990214,1995214,2000210,2005200,Woven fabric workers,,,Woven fabric workers,Weavers,,,,,,,
I,11,147,1194,Agg194,1985165,1990215,1995215,2000211,2005201,"Refining, bleaching, dyeing and finishing workers",,,"Refining, bleaching, dyeing and finishing workers",Textile and yarn washers and bleachers,,,,,,,
I,11,147,1194,Agg194,1985166,1990216,1995216,2000212,NA,,,,,NA,,,,,,,
I,11,147,1195,Agg195,1985163,1990217,1995217,2000213,2005202,Knitting and industrial knitting workers,,,Knitting and industrial knitting workers,Knitters,,,,,,,
I,11,147,1196,Agg196,1985164,1990218,1995218,2000214,2005203,Rope and net manufacturing workers (fiber),,,Rope and net manufacturing workers (fiber),Rope and net makers,,,,,,,
I,11,147,1197,Agg197,1985167,1990219,1995219,2000215,2005204,Other spinners and weavers,,,Other spinners and weavers,Spinners and weavers NEC,,,,,,,
I,11,148,1198,Agg198,1985170,1990220,1995220,2000216,2005205,Adult women's and children's garment tailoring workers,,"APPAREL, FIBER PRODUCT MANUFACTURING WORKERS",Adult women's and children's garment tailoring workers,Dressmakers and children's garment makers,,,,,,,
I,11,148,1199,Agg199,1985168,1990221,1995221,2000217,2005206,Adult men's garment tailoring workers,,,Adult men's garment tailoring workers,Tailors,,,,,,,
I,11,148,1200,Agg200,1985169,1990222,1995222,2000218,2005207,Japanese garment tailoring workers,,,Japanese garment tailoring workers,Japanese garment makers,,,,,,,
I,11,148,1201,Agg201,1985173,1990223,1995223,2000219,2005208,Embroidery workers,,,Embroidery workers,Embroiderers,,,,,,,
I,11,148,1202,Agg202,1985171,1990224,1995224,2000220,2005209,Machine sewing workers,,,Machine sewing workers,Sewers,,,,,,,
I,11,148,1203,Agg203,1985172,1990225,1995225,2000221,2005210,Cutting workers,,,Cutting workers,Cutters,,,,,,,
I,11,148,1204,Agg204,1985174,1990226,1995226,2000222,2005211,"Other apparel, fiber product manufacturing workers",,,"Other apparel, fiber product manufacturing workers",Garment workers NEC,,,,,,,
I,11,149,1205,Agg205,1985175,1990227,1995227,2000223,2005212,Timber and chip manufacturing workers,,WOODEN HANDICRAFT WORKERS,Timber and chip manufacturing workers,Lumber and chip makers,,,,,,,
I,11,149,1205,Agg205,1985176,1990228,1995228,2000224,NA,,,,,NA,,,,,,,
I,11,149,1206,Agg206,1985177,1990229,1995229,2000225,2005213,Plywood workers,,,Plywood workers,Veneer makers,,,,,,,
I,11,149,1207,Agg207,1985178,1990230,1995230,2000226,2005214,Woodworking workers,,,Woodworking workers,Woodworkers,,,,,,,
I,11,149,1208,Agg208,1985179,1990231,1995231,2000227,2005215,Wooden furniture and architectural furniture manufacturing workers,,,Wooden furniture and architectural furniture manufacturing workers,Wood furniture makers and related,,,,,,,
I,11,149,1210,Agg210,1985180,1990232,1995232,2000228,NA,,,,,NA,,,,,,,
I,11,149,1209,Agg209,1985181,1990233,1995233,2000229,2005216,"Bamboo, grass and vine products manufacturing workers",,,"Bamboo, grass and vine products manufacturing workers","Bamboo, reed and vine workers",,,,,,,
I,11,149,1209,Agg209,1985182,1990234,1995234,2000230,NA,,,,,NA,,,,,,,
I,11,149,1210,Agg210,1985183,1990235,1995235,2000231,2005217,"Other wood, bamboo, grass and vine products manufacturing workers",,,"Other wood, bamboo, grass and vine products manufacturing workers",Wooden handicraft workers NEC,,,,,,,
I,11,150,1211,Agg211,1985184,1990236,1995236,2000232,2005218,Pulp and paper material manufacturing workers,,"PULP, PAPER AND PAPER PRODUCT MANUFACTURING WORKERS",Pulp and paper material manufacturing workers,Pulp and papermaking operators,,,,,,,
I,11,150,1212,Agg212,1985185,1990237,1995237,2000233,2005219,Papermaking workers,,,Papermaking workers,Papermakers,,,,,,,
I,11,150,1213,Agg213,1985186,1990238,1995238,2000234,2005220,Paper container manufacturing workers,,,Paper container manufacturing workers,Containerboard makers,,,,,,,
I,11,150,1214,Agg214,1985187,1990239,1995239,2000235,2005221,Paper product manufacturing workers,,,Paper product manufacturing workers,Paper products makers,,,,,,,
I,11,150,1215,Agg215,1985188,1990240,1995240,2000236,2005222,"Other pulp, paper and paper product manufacturing workers",,,"Other pulp, paper and paper product manufacturing workers","Pulp, paper and paper product makers NEC",,,,,,,
I,11,151,1216,Agg216,1985190,1990241,1995241,2000237,2005223,Letter typesetting workers,,PRINTING AND BOOKBINDING WORKERS,Letter typesetting workers,Stereotypers,,,,,,,
I,11,151,1217,Agg217,1985189,1990242,1995242,2000238,2005224,Platemaking workers,,,Platemaking workers,Stereoplate worker,,,,,,,
I,11,151,1218,Agg218,1985191,1990243,1995243,2000239,2005225,Printing workers,,,Printing workers,Printing workers,,,,,,,
I,11,151,1219,Agg219,1985192,1990244,1995244,2000240,2005226,Bookbinding workers,,,Bookbinding workers,Bookbinders,,,,,,,
I,11,151,1220,Agg220,1985193,1990245,1995245,2000241,2005227,Other printing and bookbinding workers,,,Other printing and bookbinding workers,Printing and bookbinding workers NEC,,,,,,,
I,11,152,1221,Agg221,1985194,1990246,1995246,2000242,2005228,Rubber product manufacturing workers,,RUBBER AND PLASTIC PRODUCT MANUFACTURING WORKERS,Rubber product manufacturing workers,Rubber products workers,,,,,,,
I,11,152,1221,Agg221,1985195,1990247,1995247,2000243,NA,,,,,NA,,,,,,,
I,11,152,1222,Agg222,1985196,1990248,1995248,2000244,2005229,"Plastic product shapers, processors and finishers",,,"Plastic product shapers, processors and finishers",Plastic products workers,,,,,,,
I,11,152,1223,Agg223,1985197,1990249,1995249,2000245,2005230,Other rubber and plastic product manufacturing workers,,,Other rubber and plastic product manufacturing workers,Rubber and plastics products workers NEC,,,,,,,
I,11,153,1224,Agg224,1985198,1990250,1995250,2000246,2005231,Leather manufacturing workers,,LEATHER AND LEATHER PRODUCT MANUFACTURING WORKERS,Leather manufacturing workers,Tanners,,,,,,,
I,11,153,1225,Agg225,1985199,1990251,1995251,2000247,2005232,Shoe manufacture and repair workers,,,Shoe manufacture and repair workers,Shoe makers and repairers,,,,,,,
I,11,153,1226,Agg226,1985200,1990252,1995252,2000248,2005233,Other leather and leather product manufacturing makers,,,Other leather and leather product manufacturing makers,Leather and leather product makers NEC,,,,,,,
I,11,154,1227,Agg227,1985255,1990253,1995253,2000249,2005234,Briefcase and bag manufacturing workers,,OTHER MANUFACTURING AND PRODUCTION WORKERS,Briefcase and bag manufacturing workers,Luggage and handbag makers,,,,,,,
I,11,154,1228,Agg228,1985256,1990254,1995254,2000250,2005235,Toy manufacturing workers,,,Toy manufacturing workers,Toymakers,,,,,,,
I,11,154,1229,Agg229,1985248,1990257,1995257,2000252,2005236,Lacquerware manufacturing workers,,,Lacquerware manufacturing workers,Lacquerware makers,,,,,,,
I,11,154,1230,Agg230,1985252,1990258,1995258,2000253,2005237,"Precious metals, jewely, tortoise shell, antler and other craft workers",,,"Precious metals, jewely, tortoise shell, antler and other craft workers","Jewelers, gold- and silversmiths",,,,,,,
I,11,154,1231,Agg231,1985253,1990259,1995259,2000254,2005238,Seal engravers,,,Seal engravers,Stamp engravers,,,,,,,
I,11,154,1232,Agg232,1985249,1990260,1995260,2000255,2005239,Lining workers,,,Lining workers,Lining workers,,,,,,,
I,11,154,1233,Agg233,1985250,1990261,1995261,2000256,2005240,Paper hangers,,,Paper hangers,Paperhangers,,,,,,,
I,11,154,1234,Agg234,1985247,1990262,1995262,2000257,2005241,"Print workers, painters, signboad production workers",,,"Print workers, painters, signboard production workers","Signwriters, decorative painters",,,,,,,
I,11,154,1235,Agg235,1985260,1990263,1995263,2000258,2005242,"Photograph development, printing and enlargement workers",,,"Photograph development, printing and enlargement workers",Photo processing workers,,,,,,,
I,11,154,1236,Agg236,1985257,1990264,1995264,2000259,2005243,"Drafting, tracing and lofted drawing workers",,,"Drafting, tracing and lofted drawing workers",Drafters,,,,,,,
I,11,154,1236,Agg236,1985258,1990265,1995265,2000260,NA,,,,,NA,,,,,,,
I,11,154,1237,Agg237,1985259,1990266,1995266,2000261,2005244,Packaging workers,,,Packaging workers,Packagers,,,,,,,
I,11,154,1238,Agg238,1985261,1990267,1995267,2000262,2005245,Manufacturing and production workers not classified elsewhere,,,Manufacturing and production workers not classified elsewhere,Manufacturing and production workers NEC,,,,,,,
I,11,154,1238,Agg238,1985251,1990255,1995255,2000251,NA,(Japanese lantern and fan makers),,,,NA,,,,,,,
I,11,154,1238,Agg238,1985254,1990256,1995256,NA,NA,,,,,NA,,,,,,,
I,12,155,1239,Agg239,1985237,1990268,1995268,2000263,2005246,Boiler operators,STATIONARY ENGINE AND CONSTRUCTION MACHINERY OPERATORS AND ELECTRICITY WORKERS,"STATIONARY ENGINE, MACHINERY AND CONSTRUCTION MACHINERY OPERATORS",Boiler operators,Boiler operators,,,,,,,
I,12,155,1240,Agg240,1985238,1990269,1995269,2000264,2005247,Crane and winch operators,,,Crane and winch operators,Crane and winch operators,,,,,,,
I,12,155,1241,Agg241,1985239,1990270,1995270,2000265,2005248,Construction machinery operators,,,Construction machinery operators,Construction machinery operators,,,,,,,
I,12,155,1242,Agg242,1985240,1990271,1995271,2000266,2005249,"Other stationary engine, machinery and construction machinery operators",,,"Other stationary engine, machinery and construction machinery operators",Stationary plant and machine operators NEC,,,,,,,
I,12,156,1243,Agg243,1985241,1990272,1995272,2000267,2005250,Power plant and substation workers,,ELECTRICITY WORKERS,Power plant and substation workers,Power plant and substation workers,,,,,,,
I,12,156,1244,Agg244,1985242,1990273,1995273,2000268,2005251,Line hanging and laying workers,,,Line hanging and laying workers,Line installers,,,,,,,
I,12,156,1245,Agg245,1985244,1990274,1995274,2000269,2005252,Telecommunication equipment construction workers,,,Telecommunication equipment construction workers,ICT installers and repairers,,,,,,,
I,12,156,1246,Agg246,1985243,1990275,1995275,2000270,2005253,Electric construction workers,,,Electric construction workers,Electric construction workers,,,,,,,
I,12,156,1247,Agg247,1985245,1990276,1995276,2000271,2005254,Other electricity workers,,,Other electricity workers,Electricity workers NEC,,,,,,,
I,13,157,1248,Agg248,1985100,1990140,1995140,2000274,2005255,"Gravel sand, and clay quarrying workers","MINE WORKERS, CONSTRUCTION WORKERS AND LABOURERS",MINE WORKERS,"Gravel sand, and clay quarrying workers","Gravel, sand, clay quarry workers",,,,,,,
I,13,157,1249,Agg249,1985097,1990137,1995137,2000272,NA,,,,,NA,,,,,,,
I,13,157,1249,Agg249,1985098,1990138,1995138,2000273,NA,,,,,NA,,,,,,,
I,13,157,1249,Agg249,1985099,1990139,1995139,NA,NA,,,,,NA,,,,,,,
I,13,157,1249,Agg249,1985101,1990140,1995140,NA,NA,,,,,NA,,,,,,,
I,13,157,1249,Agg249,1985102,1990141,1995141,NA,NA,,,,,NA,,,,,,,
I,13,157,1249,Agg249,1985103,1990142,1995142,NA,NA,,,,,NA,,,,,,,
I,13,157,1249,Agg249,1985104,1990143,1995143,2000275,2005256,Other mine workers,,,Other mine workers,Other mine workers,,,,,,,
I,13,158,1250,Agg250,1985227,1990277,1995277,2000276,2005257,Carpenters,,CONSTRUCTION WORKERS,Carpenters,Carpenters,,,,,,,
I,13,158,1251,Agg251,1985230,1990278,1995278,2000277,2005258,Scaffolding workers (Tobishoku),,,Scaffolding workers (Tobishoku),Scaffolding workers,,,,,,,
I,13,158,1252,Agg252,1985231,1990279,1995279,2000278,2005259,Brick and tile laying workers,,,Brick and tile laying workers,Bricklayers and tile setters,,,,,,,
I,13,158,1253,Agg253,1985228,1990280,1995280,2000279,2005260,Roofing workers,,,Roofing workers,Roofers,,,,,,,
I,13,158,1254,Agg254,1985229,1990281,1995281,2000280,2005261,Plasterers,,,Plasterers,Plasterers,,,,,,,
I,13,158,1255,Agg255,1985232,1990282,1995282,2000281,2005262,Pipe laying workers,,,Pipe laying workers,Pipefitters,,,,,,,
I,13,158,1256,Agg256,1985233,1990283,1995283,2000282,2005263,Tatami workers,,,Tatami workers,Tatami layers,,,,,,,
I,13,158,1257,Agg257,1985234,1990284,1995284,2000283,2005264,Civil engineering workers,,,Civil engineering workers,Civil engineering workers,,,,,,,
I,13,158,1258,Agg258,1985235,1990285,1995285,2000284,2005265,Railway line construction workers,,,Railway line construction workers,Railway construction workers,,,,,,,
I,13,158,1259,Agg259,1985236,1990286,1995286,2000285,2005266,Other construction workers,,,Other construction workers,Construction workers NEC,,,,,,,
I,13,159,1260,Agg260,1985262,1990287,1995287,2000286,2005267,Onboad and quayside cargo handlers,,TRANSPORT LABOR WORKERS,Onboad and quayside cargo handlers,Dockworkers,,,,,,,
I,13,159,1261,Agg261,1985263,1990288,1995288,2000287,2005268,Land-based cargo handling and transport workers,,,Land-based cargo handling and transport workers,Freight handlers,,,,,,,
I,13,159,1262,Agg262,1985264,1990289,1995289,2000288,2005269,Warehouse workers,,,Warehouse workers,Warehouse workers,,,,,,,
I,13,159,1263,Agg263,1985265,1990290,1995290,2000289,2005270,Delivery workers,,,Delivery workers,Deliverers,,,,,,,
I,13,159,1264,Agg264,1985266,1990291,1995291,2000290,2005271,Packing workers,,,Packing workers,Packers,,,,,,,
I,13,160,1265,Agg265,1985267,1990292,1995292,2000291,2005272,Cleaners,,OTHER LABOR WORKERS,Cleaners,Cleaners,,,,,,,
I,13,160,1266,Agg266,1985268,1990293,1995293,2000292,2005273,Labor workers not classified elsewhere,,,Labor workers not classified elsewhere,Laborer NEC,,,,,,,
J,10,161,1267,Agg267,1985293,1990294,1995294,2000293,2005274,Workers not classifiable by occupation,WORKERS NOT CLASSIFIABLE BY OCCUPATION,WORKERS NOT CLASSIFIABLE BY OCCUPATION,Workers not classifiable by occupation,Workers NEC,,,,,,,
